TIC_ID,Teff,e_Teff,ra,dec,d,e_d
67926921,6831.42,98.6182,127.9457109,44.83234269,574.264,13.792
137500798,6653,124.922,132.6351809,82.92719663,335.518,2.892
332064670,5250,147.574,133.1492139,28.33082136,12.5855,0.01235
302518439,,,134.1201207,72.53324284,259,1.6565
293617835,6096.35,111.723,135.2975365,55.85994442,227.754,10.2645
219698776,3489,157,135.7340134,71.63703121,43.1865,0.0613
39699648,6023,126.762,136.778074,46.67260091,99.451,0.36195
8767448,5914,145.686,140.1029766,33.88241661,227.537,3.069
457138169,6273,117.403,141.3681444,50.90883807,163.438,0.81
86280613,6505,129.641,141.7212011,61.69908204,248.695,2.059
287225295,5493,123.525,144.0004616,51.60757704,90.6965,0.2298
147576037,6017,136.14,144.341553,68.45865747,432.113,7.392
67646988,3138,157,147.7690653,35.96929602,33.928,0.15965
4897275,5853.7,106.531,148.1605375,35.11165494,53.974,0.20425
67666096,6518,123.728,148.6432795,40.38804972,210.252,5.4075
9348006,5251,129.898,150.115134,39.45781642,149.234,0.9475
137881699,6101.12,142.809,150.5726948,53.95088942,935.456,23.769
142748283,3285,157,151.6191273,74.82753413,48.4809,0.098
29191596,5502.54,112.177,151.7207939,45.88353955,69.3223,0.24525
29191624,5859.45,101.754,151.8070364,46.11497654,79.7665,0.33105
137906197,5994,121.003,152.1029472,55.54007552,157.597,0.8285
103633434,3912,157,152.2158624,69.2765456,39.6345,0.0478
103633672,5134,126.158,152.2239055,70.39472951,84.5772,0.23065
372730331,6427,130.133,152.3303772,39.16254133,327.863,11.5545
241196395,6435.69,109.221,153.5498559,29.08556932,171.945,1.6395
252479260,5357.72,112.36,155.6816352,50.12835096,81.7647,0.2497
85293053,5583.1,110.444,156.8379097,34.39103192,97.7562,0.5952
355867695,4225,135.544,157.1459367,65.85455064,73.5977,0.1604
450327768,5776,131.005,160.229484,35.9136652,191.532,2.375
310981412,6149,129.623,161.4280638,69.20078758,164.178,0.641
349827430,6321.17,107.087,161.9097959,71.65587687,96.5173,0.31225
372757221,6389,124.379,162.8932354,81.32221276,221.071,4.997
21535395,5723.87,104.62,164.7760668,40.98360779,44.647,0.15285
99834717,4974,130.639,165.1674258,64.96398477,262.706,2.595
166648874,3272,157,166.1189629,30.45875044,55.5211,0.1999
99869022,5618,122.073,166.8806942,61.3527159,248.427,1.7795
8967242,5690,122.747,167.2329623,34.3031907,62.1274,0.1956
9392421,5637.72,139.072,167.7778216,39.52676934,312.52,5.7965
147950620,5323,124.5,167.8204822,69.96470846,149.667,0.652
147951030,5491,126.682,167.8659446,71.54092802,138.308,0.7
17993892,5634,125.032,171.274941,41.02796366,277.278,3.1795
307734817,6351.66,143.862,171.5971258,28.05654883,556.917,23.653
148679712,5428.81,99.5484,172.1711506,46.48058869,139.11,0.6095
153949511,5544,120.311,172.7483541,66.79658998,100.772,0.2265
371790428,3546,119.826,173.9897375,75.54700493,39.1185,0.04905
138588540,5393.86,139.682,176.3805765,65.54098494,37.7873,0.03945
144401492,4868.61,159.921,178.0465607,35.17178678,119.24,0.9435
365938305,5396,121.99,180.7291469,74.06113722,93.2276,0.18145
160268701,6379,133.359,182.5393661,77.35224567,191.984,1.9545
224297258,5477,120.112,185.0638834,56.20114847,107.055,0.285
224298134,3577,157,185.3393985,57.75246711,37.066,0.04375
417931300,3700,157,186.2752859,60.41837222,52.9328,0.0586
417931607,5781,130.458,186.5243332,61.25904463,91.9362,0.21725
285094173,6131.29,131.491,186.5820613,46.47082095,276.417,3.6885
148914726,4944,121.631,187.0559697,67.23998302,86.444,0.15065
393831507,5778.19,106.287,187.6864754,27.45214771,248.504,3.597
373693175,5555.05,115.611,188.2662755,44.91533252,294.419,2.252
376524552,4719,120.376,188.9225797,27.21442296,128.23,0.7075
154568734,6291,130.715,191.2988096,72.12317349,102.97,0.3565
142276270,5767,127.443,192.1848886,64.8553193,84.5362,0.158
330799746,6236.87,103.099,193.1310509,34.90109254,401.96,6.7755
198485881,3446,157,194.7403393,77.66158044,57.7911,0.1051
229536616,6292,,195.8212912,67.82341067,283.32,
165987272,6266,104.702,195.9818618,30.64007771,240.726,1.971
142381532,4760,117.245,196.2203561,63.75379097,71.6456,0.11495
232967440,5322,123.701,197.6823439,70.76841019,132.353,0.4595
142387023,5182,127.291,197.7311872,61.74477872,59.4314,0.1297
467179528,3618,157,197.9981677,65.83380653,36.0118,0.0295
232967666,5807,,198.1532158,71.61812706,209.618,
142394656,5150,126.322,198.3892036,62.30544585,109.557,0.5425
417948359,4987,121.343,199.1966264,49.86103901,137.572,0.402
232971294,6191,127.462,199.4428258,71.72110579,178.259,0.667
180652891,7218,124.964,199.6073082,35.95398859,317.527,3.8515
232976128,5453,117.875,200.5617346,66.30873251,139.49,0.535
180695581,4612.99,99.6652,201.2833161,38.92248501,42.5775,0.0621
298073824,6906,,201.3369497,75.98272006,309.2709,
153951307,3853,157,201.3823979,68.83626556,70.7145,0.12055
341544930,,,201.6148769,65.30626409,,
71612483,5610,121.632,202.2946652,31.40194655,265.941,2.521
286916251,5707,115.695,203.3977028,49.06113621,155.791,0.6215
286923464,5836.95,139.793,203.510581,53.72852732,92.2589,0.2358
153976959,5142,122.712,203.5369351,67.62165374,92.8659,0.19045
219824469,5923,127.246,204.4402755,48.25009528,296.945,2.4375
219436394,5535,122.408,205.594366,76.64796652,163.982,0.6435
311035838,5224,118.05,206.0941413,48.0286684,134.554,0.4785
393911494,5590,122.048,207.1786264,44.91202689,121.167,0.4895
144441148,5961.28,133.557,207.9061694,33.49243318,159.375,4.1425
219462190,5647,124.03,208.0532039,75.16529266,131.542,0.416
23740089,5595,127.545,208.0996802,37.74854452,189.09,3.143
154089169,5077,131.984,209.2181326,68.61801469,94.6375,0.2501
198108326,4652.87,115.904,209.3894452,43.4935007,142.751,0.4515
288132261,6124,126.553,209.4850503,79.58318954,154.944,0.521
219466784,5249,124.629,209.8574022,74.15150078,115.409,0.389
441642457,5729,120.914,209.8830144,58.93301276,123.946,0.3855
23814735,4065,120.25,210.0444797,38.70577258,74.1469,0.15735
198153540,5165.24,103.45,211.0941078,46.51939928,113.181,0.3085
393965778,5468.73,114.582,212.5468971,45.56399453,176.759,1.008
160045097,4336,121.303,213.0800448,74.41162061,95.2649,0.1813
168699373,5115.16,138.182,213.1440479,47.01473488,347.85,2.2125
445859771,5698,117.934,214.1205518,58.39044475,177.118,1.214
158002130,4700,121.48,214.5530983,82.19404358,72.0238,0.13235
154383539,5011.22,102.681,215.6024567,55.33367413,131.601,0.4555
293687315,6840,128.796,216.5239895,59.4442469,321.376,2.4895
158025009,4946,128.622,216.9240238,41.95342212,55.0135,0.07735
27491137,5163,124.827,217.3926784,39.79042916,41.9091,0.0527
158075010,6594,133.174,218.184663,43.75634231,131.275,0.4195
148782377,6383,130.424,219.0373962,42.37827467,112.152,0.3305
233182695,5849,123.43,219.0434894,68.94061755,148.003,0.7745
298164705,5650.08,108.163,219.3386882,56.66618816,150.086,0.5045
68035559,5632,120.977,219.7343826,37.0267188,179.127,0.833
288185138,6105,142.214,222.8425635,82.95213658,224.444,1.993
219015370,5714,126.408,223.0928864,70.47656826,332.648,2.286
310003988,5939.34,133.076,224.8728253,46.96013337,435.156,4.3895
262880065,5270.9,,225.315324,40.94676227,117.892,
229888286,6081.32,,226.1164332,28.215779,255.849,
20182165,6327.16,117.066,226.1813346,38.60522825,50.3098,0.0622
202426247,5668.04,104.731,226.4579343,64.04720596,45.864,0.06465
20203297,5910.35,101.985,226.4698848,39.63640697,173.996,0.7945
159244568,5244,118.782,227.1787972,82.44721301,151.103,0.556
232540264,5711.85,106.3,227.8704755,71.84095086,73.8713,0.14365
283829553,6187,123.849,228.5684007,51.46874397,120.221,0.3445
357501308,4218.89,162.801,229.8381382,29.20617426,27.9956,0.02135
138294130,5981.01,117.338,229.9913356,36.22964944,320.451,2.827
202504234,5923,128.118,230.309893,63.56544796,239.983,1.52
272635712,5748,123.847,231.1618607,67.46495283,130.242,1.246
368287008,3223,157,232.1329251,27.36079764,47.3444,0.11295
165763244,5232.43,112.583,232.1400838,55.18541787,142.849,0.433
458478250,5898,125.295,232.1466359,66.35876227,126.261,0.3515
16884216,4958,122.161,232.863124,33.90203256,36.9284,0.034
116483514,4184,124.368,232.9450688,47.05683584,32.4778,0.0225
116483734,4223.45,133.402,233.0650472,47.86105052,81.0643,0.3566
224313733,5709.18,120.955,234.0992727,57.89066913,210.486,0.9345
272672133,5202,125.839,234.2421808,67.45246367,229.44,1.0135
159781361,5588,124.973,234.4316841,48.9554061,198.007,0.82
272679240,4863,125.354,234.5131269,69.01764027,138.034,0.423
405559035,6319,123.023,234.8613837,55.15360073,263.958,1.641
160440924,4971,122,236.8167821,77.23273029,362.522,3.2405
272758199,5271,124.209,237.3171231,71.44302597,418.239,2.53
159873822,5021.63,104.18,237.9241797,52.30631426,116.567,0.291
160487753,5146,122,238.0318005,74.40669435,788.93,11.542
160491359,4884,123.463,239.0180675,73.0738545,95.5156,0.1938
236714379,5451,125.913,239.2016124,65.88900798,199.039,1.049
188589164,3352,157,239.5783246,35.40674401,15.8095,0.00955
310231275,5951.67,,239.7875524,32.39641639,88.0815,
237099296,4765,123.903,240.3013952,68.93745667,162.46,0.8385
236312126,5729,103.06,240.5493596,28.16956101,163.553,0.6195
237104103,5731,124.631,241.3233637,70.18985053,319.036,1.9895
232982938,5809,127.243,241.5624123,69.62169907,369.986,2.467
160039081,6004,117.657,241.5806972,53.51504193,63.7194,0.11525
232982558,5873,123.835,241.7639438,67.87772921,230.306,2.3345
17416749,6398,126.42,242.2010422,35.69125071,186.825,2.2255
207425167,5059.36,146.23,242.7477166,58.29455276,172.534,0.9345
207425203,6439,133.459,242.9193161,58.4770441,757.572,44.1285
287080092,6114,122.03,243.4887727,63.53427372,113.335,0.292
230075227,5284,122.558,244.3769943,68.89451394,91.8282,0.17555
198178505,6380.43,109.452,244.3811976,61.36855241,94.2106,0.31445
219501568,6690,127.351,244.5644331,42.62700179,122.859,0.4335
39903405,6412.83,106.401,245.1514913,41.04808585,127.774,0.424
8348911,3244,157,245.2797999,31.57687825,51.6004,0.1294
198187049,5268,125.279,245.7279239,61.69463168,38.6215,0.037
198186769,6229,123.769,245.8180656,62.92506282,428.123,4.5455
207468071,6351,118.927,245.908209,54.68976217,191.649,0.9245
230086768,3428,157,246.6245844,66.14361427,89.6716,0.26635
162689341,6046.76,142.639,246.6920783,51.04108114,575.889,6.456
219508169,5175,128.89,246.7975206,42.68747167,115.834,0.352
198206613,4324,126.843,247.0447157,63.49855055,61.9251,0.0995
230087585,6016,127.479,247.1256518,69.03091301,766.271,35.2075
230088370,6612,120.33,247.3569003,71.50585075,295.561,1.773
159510109,5920,130.456,247.5351912,80.3074791,97.3391,0.2589
255930614,6084,139.932,247.6234104,38.34730858,75.8643,0.17365
207501148,5879,120.447,247.6575259,56.39932969,167.542,1.471
232568235,5432,126.085,247.667166,49.04652482,101.251,0.2835
233009109,6669,127.543,248.2528802,72.92576589,177.63,0.677
198211976,3621,157,248.3338178,63.52402579,49.7627,0.06025
198213332,5579,135.42,248.4335909,61.71830699,222.74,6.115
198212955,4255,128.2,248.5532823,60.19609815,110.015,0.364
233497719,6051,127.271,249.5200832,77.75623046,565.519,4.5015
198241702,5517,124.91,249.6970407,64.55871662,172.138,0.693
367739494,4868,119.716,250.3834485,80.04560106,141.436,0.449
233500935,4836,120.564,250.7399353,76.44921837,168.911,0.7
230127302,5141,122.049,251.1164875,70.429639,169.422,0.671
462615350,4066,130.915,251.119187,60.08610418,132.907,0.29
289539327,6091,122.29,251.6337065,65.71490081,294.85,2.4105
289580577,5700,130.299,252.4698493,61.17352276,226.671,2.699
115446313,6109,128.225,252.4719184,47.31679676,174.932,0.657
199688472,5786,129.414,253.1403043,57.97400474,190.403,4.476
289590465,5292,125.791,253.4429128,65.29411639,183.737,0.6945
287139872,3652,157,253.4629932,60.70908068,103.021,0.3355
115524421,5455,123.715,254.1305832,44.30265265,246.353,1.565
356016119,3457,157,254.14323,70.02731556,50.0248,0.0837
356700488,7788,126.105,254.4554871,68.69966981,148.944,0.669
224596152,5773,119.624,254.5029384,57.30545127,156.571,0.4535
115583726,6175,121.68,254.5885195,45.93644815,282.689,1.8585
459969957,4684,125.496,254.8169106,65.74711792,178.141,0.957
459970307,5704,127.395,254.9241051,64.69910934,93.8819,0.26675
224600500,8475,142.024,254.9586613,58.46258548,161.067,0.8595
82452140,5717,124.297,255.0975332,39.72992693,139.616,0.6075
115623434,4962,118.963,255.2456571,45.38621314,94.186,0.1785
367753709,4428,128.048,255.4019021,79.06695624,104.346,0.274
459978312,5047,122,255.5656162,64.60074015,110.923,0.4225
198356533,6093,124.709,256.138667,56.84263594,103.297,0.183
219850915,4599,123,256.2802532,69.51937933,102.551,0.24
21744120,4790,117.624,256.3464483,33.0124831,161.4,0.6075
198360694,5873.3,139.832,256.6011932,57.66110046,231.311,1.023
198588220,6417,122.582,256.6106707,44.77696323,371.686,3.53
219852882,4965,123.965,256.6229152,68.84291612,115.45,0.322
307956397,4652,127.88,256.6624352,63.77857826,270.313,1.06
219852584,6470,129.478,256.6722866,67.87146666,388.227,4.4475
219854185,5494,125.776,256.7709097,70.23850987,323.265,2.821
21832928,5991.11,101.692,256.9826233,32.10548401,36.578,0.03435
237108272,5845,,257.13923,78.58699234,117.652,
219857012,5707,124.634,257.3285328,71.87640001,72.8871,0.1194
219860288,3281,157,257.7464054,71.87139111,41.2758,0.0887
198384408,5470.16,101.004,257.7851918,56.65916066,26.9148,0.1874
441732151,6069,123.86,257.8767224,72.13550641,169.788,1.4485
198385543,3512,157,257.9554217,54.52693851,47.2496,0.0963
198390247,4920,127.03,258.2238348,57.19777796,78.7415,0.11935
441739020,6345,121.364,259.0173378,72.16115837,168.067,0.687
232612416,5227,119.505,259.0236191,63.10595604,168.735,0.5995
441738827,3630,157,259.2538462,72.74686479,114.549,0.3405
441739871,3520,157,259.5642434,74.30288591,88.0677,0.22285
101721385,6727.61,123.734,260.1161596,38.24219713,222.663,1.2505
233680651,6515,121.005,260.3030712,63.23936557,348.554,3.466
233681149,5929,124.812,260.364977,65.01187332,208.687,1.072
233684293,6153,132.077,260.7630815,63.1107696,247.435,1.5055
233684822,5641,121.749,260.9032015,64.86223562,185.23,0.7705
9828416,6382,131.343,261.0964351,33.20508566,317.845,2.447
219879302,5225,130.859,261.1294597,67.98915009,340.55,1.354
219751469,5118,122,261.1999283,61.42342485,411.532,4.479
39200363,4175,123.334,261.2439224,32.79812035,75.1973,0.1361
188768068,5801.89,124.625,261.3502329,52.79068581,27.0498,0.0215
441765914,4902,123.229,261.3752285,75.8822881,126.46,0.359
198456933,5482.02,137.714,261.8370392,58.21403697,68.1461,0.11095
198457103,7269,124.454,261.9211354,57.5104977,160.832,0.574
88840705,4968,,262.5892326,40.36970343,45.0103,
219762508,5976,131.488,262.6052298,63.12302373,603.015,9.5615
219776325,5740.19,119.605,263.5433843,61.12129018,191.957,0.7715
88992642,6202,129.758,263.7581123,40.69505697,224.731,1.097
219778329,5809,121.651,263.8519514,64.38045209,70.2105,0.13425
88996391,4325.66,44.2312,263.9444545,36.1965953,,
441798995,3872,157,264.147791,77.12612177,82.1896,0.12405
321668398,6310,141.687,264.2630504,53.02124495,527.995,5.7555
321669174,3742,157,264.3030651,53.02570341,62.3446,0.08335
441797803,6530,122.291,264.3790182,73.26108755,339.455,2.765
270515566,5844,126.394,264.454111,47.23024691,294.398,1.8245
320525204,6040,132.764,264.961577,56.07891625,121.182,0.27
332477926,3849,157,265.5943747,57.44782394,81.5511,0.15135
165527918,5619,133.113,266.1336186,54.09113489,178.427,0.591
165530380,6328,129.745,266.4064689,59.51416552,250.998,1.528
233211762,,,266.6862177,70.7843862,123.834625,
165551882,3429,157,266.7662563,57.22476105,48.049,0.06325
165554103,5373.01,107.376,266.9318201,55.87279519,135.723,0.602
308172249,4984,124.134,267.284975,29.87909487,298.214,1.4135
341815197,5274.27,126.47,267.307159,54.41594741,187.927,0.6635
116159262,,,267.3546078,40.45737948,250.755,1.8115
341815767,6610,128.134,267.5200379,54.63617826,160.295,0.51
116242971,6350,133.692,267.6404913,36.57022326,368.03,3.1315
356311210,5897,130.326,268.0160957,53.73062039,199.964,0.8515
116264089,5489,139.399,268.0292438,37.54617695,231.337,1.2955
219821826,5980,128.233,268.0294017,62.79097322,455.408,5.3135
159742538,6184,138.383,268.3043712,37.21182947,515.98,6.935
233047097,5817,128.49,268.6609443,60.35645313,677.874,5.2985
159815224,6069,123.928,268.82421,40.16750243,262.427,1.5895
