Source ID,Separation,Gaia RA,Gaia DEC,LOFAR RA,LOFAR DEC
5853498713160606720,120.76239964292589,20.89499999999958,-62.6762,154.1355299999997,13.377729
76868614540049408,61.39586794222986,90.88199999999996,13.0443,154.1355299999997,13.377729
625453654702751872,11.058107297405558,163.48499999999956,19.8698,154.1355299999997,13.377729
5918660719981686144,114.43171939576997,39.50999999999936,-57.3249,154.1355299999997,13.377729
4109030160308317312,130.07543652266145,282.52499999999924,-26.6077,154.1355299999997,13.377729
6324325225803432320,117.43531857206384,38.51999999999932,-12.517000000000001,154.1355299999997,13.377729
1237090738916392704,49.52987067846383,102.71999999999933,19.1003,154.1355299999997,13.377729
1784473016438653056,4.675801045361097,156.11999999999935,17.6449,154.1355299999997,13.377729
5153091836072107136,167.78890519060894,321.9374999999999,-16.5945,154.1355299999997,13.377729
3828238392559860992,24.77760029149123,136.09499999999923,-3.7467099999999998,154.1355299999997,13.377729
5853498713160606720,137.36970184095023,20.89499999999958,-62.6762,280.4013749999998,50.161719
76868614540049408,116.24368621865264,90.88199999999996,13.0443,280.4013749999998,50.161719
625453654702751872,90.67363444799517,163.48499999999956,19.8698,280.4013749999998,50.161719
5918660719981686144,144.54650053431877,39.50999999999936,-57.3249,280.4013749999998,50.161719
4109030160308317312,76.79257169861211,282.52499999999924,-26.6077,280.4013749999998,50.161719
6324325225803432320,117.46232450951797,38.51999999999932,-12.517000000000001,280.4013749999998,50.161719
1237090738916392704,110.70762065835063,102.71999999999933,19.1003,280.4013749999998,50.161719
1784473016438653056,96.3792837569423,156.11999999999935,17.6449,280.4013749999998,50.161719
5153091836072107136,76.09804377031752,321.9374999999999,-16.5945,280.4013749999998,50.161719
3828238392559860992,124.70456524829753,136.09499999999923,-3.7467099999999998,280.4013749999998,50.161719
5853498713160606720,92.71250531559832,20.89499999999958,-62.6762,68.1099449999997,22.219273
76868614540049408,23.521809734660547,90.88199999999996,13.0443,68.1099449999997,22.219273
625453654702751872,87.30773769696994,163.48499999999956,19.8698,68.1099449999997,22.219273
5918660719981686144,83.07930979459177,39.50999999999936,-57.3249,68.1099449999997,22.219273
4109030160308317312,148.45083257102038,282.52499999999924,-26.6077,68.1099449999997,22.219273
6324325225803432320,45.25771156352298,38.51999999999932,-12.517000000000001,68.1099449999997,22.219273
1237090738916392704,32.46548190567695,102.71999999999933,19.1003,68.1099449999997,22.219273
1784473016438653056,81.64780633200391,156.11999999999935,17.6449,68.1099449999997,22.219273
5153091836072107136,110.79995359044773,321.9374999999999,-16.5945,68.1099449999997,22.219273
3828238392559860992,71.24263886936643,136.09499999999923,-3.7467099999999998,68.1099449999997,22.219273
5853498713160606720,130.5163502746702,20.89499999999958,-62.6762,278.40865499999967,40.239341
76868614540049408,126.25974032574966,90.88199999999996,13.0443,278.40865499999967,40.239341
625453654702751872,94.75959254387816,163.48499999999956,19.8698,278.40865499999967,40.239341
5918660719981686144,139.16814613529374,39.50999999999936,-57.3249,278.40865499999967,40.239341
4109030160308317312,66.95670976996978,282.52499999999924,-26.6077,278.40865499999967,40.239341
6324325225803432320,120.92136792069542,38.51999999999932,-12.517000000000001,278.40865499999967,40.239341
1237090738916392704,120.5244982777353,102.71999999999933,19.1003,278.40865499999967,40.239341
1784473016438653056,101.11502514143194,156.11999999999935,17.6449,278.40865499999967,40.239341
5153091836072107136,69.76261623567763,321.9374999999999,-16.5945,278.40865499999967,40.239341
3828238392559860992,130.1667932291297,136.09499999999923,-3.7467099999999998,278.40865499999967,40.239341
5853498713160606720,64.17834834428295,20.89499999999958,-62.6762,358.0682549999998,-0.809017
76868614540049408,92.92362502963583,90.88199999999996,13.0443,358.0682549999998,-0.809017
625453654702751872,156.18818768987455,163.48499999999956,19.8698,358.0682549999998,-0.809017
5918660719981686144,65.38301142855215,39.50999999999936,-57.3249,358.0682549999998,-0.809017
4109030160308317312,76.73169725433694,282.52499999999924,-26.6077,358.0682549999998,-0.809017
